updated_at,amount,user_id
2018-11-02 09:01:20.148,15.914400000000000000,78d2c6b0-7dd4-4590-9a2e-163ff99bff49
2018-11-02 09:01:52.734,1.000000000000000000,dec73f07-2eed-48a0-8b68-c58a6567739e
2018-11-02 09:01:57.426,1.000000000000000000,440eac9f-048a-4c1c-b47e-76899c6faeaf
2018-11-02 09:02:50.130,100.000000000000000000,f51e1ed8-f91f-410a-b4b9-e2af4c085753
2018-11-02 09:05:51.294,100.000000000000000000,0d7ca825-46a0-4e02-9b02-3ad575210462
2018-11-02 09:07:27.490,1.000000000000000000,a21a0085-c129-473f-8f9e-378702778e25
2018-11-02 09:09:53.135,398.609300000000000000,4d9ef8a9-b290-4e46-b714-81529b0f474e
2018-11-02 09:09:53.755,124.033800000000000000,1357f69d-67e1-4291-924d-d547e016954e
2018-11-02 09:11:08.908,1923.585600000000000000,10599d5a-5dd2-46b8-a0bb-1c2d909b60f0
2018-11-02 09:16:21.645,1.000000000000000000,e54745fb-9515-4a44-883e-1712ac722618
2018-11-02 09:19:24.737,1473.187800000000000000,2d72fe09-cf64-4616-929b-620807645ebb
2018-11-02 09:19:31.088,52542.637800000000000000,81de39f6-d2ca-470e-ba85-b8bd7cf9a01c
2018-11-02 09:20:00.357,347.097200000000000000,a0c70679-af99-4fec-b61a-0332cd9105dc
2018-11-02 09:21:40.162,1516.388000000000000000,2fd5f5e2-56bb-40d8-bb52-9f4d4371f7de
2018-11-02 09:24:50.646,634.431900000000000000,305107cc-d420-4c00-af1d-2180ca4011f2
2018-11-02 09:28:02.943,15.914400000000000000,dbf09c2e-171b-4539-a30c-01fc8b5433ac
2018-11-02 09:46:30.932,1247.206800000000000000,c7f984e2-3875-456b-96a7-4aa31f1a0723
2018-11-02 09:51:16.849,135.000000000000000000,80007b94-3737-421b-b781-eec1ead5a829
2018-11-02 10:01:10.250,1000.000000000000000000,ed6b2cd4-ae2c-4ac3-b608-992c05d7020f
2018-11-02 10:05:57.064,1188.958000000000000000,c0f5faa4-e4cd-42cc-b829-2f7e8ff1ebe3
2018-11-02 10:06:54.074,609.704600000000000000,af375cb8-3725-4fd8-8d13-648eb31e25f2
2018-11-02 10:08:34.577,0.230900000000000000,9d96778f-d96c-49d2-ae71-b47d746beb9f
2018-11-02 10:23:04.137,1174.831000000000000000,84faa4f0-9f10-4e8c-a07f-70d6b82ca595
2018-11-02 10:28:47.586,10.000000000000000000,b1fc7522-4475-4cbd-963d-8cc557b1d77e
2018-11-02 10:32:23.222,4143.436100000000000000,0e9c1fa4-af31-4ae9-a147-a56eaf9bf8b9
2018-11-02 11:02:50.872,10000.000000000000000000,5f25b560-46c1-4007-bad0-1aa0b2833384
2018-11-02 11:03:20.526,503.245300000000000000,3184d1f3-133a-45ce-b936-bcc339c192e9
2018-11-02 11:04:31.403,9990.002500000000000000,cec4539d-b154-47e9-9806-5c09a2bff00c
2018-11-02 11:05:26.163,3683.036800000000000000,e6c63982-3c73-411c-be03-62d601047290
