updated_at,amount,user_id
2018-11-02 09:01:20.148,15.914400000000000000,78d2c6b0-7dd4-4590-9a2e-163ff99bff49
2018-11-02 09:01:52.734,1.000000000000000000,dec73f07-2eed-48a0-8b68-c58a6567739e
2018-11-02 09:01:57.426,1.000000000000000000,440eac9f-048a-4c1c-b47e-76899c6faeaf
2018-11-02 09:02:50.130,100.000000000000000000,f51e1ed8-f91f-410a-b4b9-e2af4c085753
2018-11-02 09:05:51.294,100.000000000000000000,0d7ca825-46a0-4e02-9b02-3ad575210462
2018-11-02 09:06:55.584,1181.247400000000000000,f51e1ed8-f91f-410a-b4b9-e2af4c085753
2018-11-02 09:07:27.490,1.000000000000000000,a21a0085-c129-473f-8f9e-378702778e25
2018-11-02 09:09:55.228,1539.312500000000000000,f51e1ed8-f91f-410a-b4b9-e2af4c085753
2018-11-02 09:12:46.158,1214.703500000000000000,1357f69d-67e1-4291-924d-d547e016954e
2018-11-02 09:19:24.737,1473.187800000000000000,2d72fe09-cf64-4616-929b-620807645ebb
2018-11-02 09:26:05.532,400.000000000000000000,f51e1ed8-f91f-410a-b4b9-e2af4c085753
2018-11-02 09:28:02.943,15.914400000000000000,dbf09c2e-171b-4539-a30c-01fc8b5433ac
2018-11-02 09:28:28.524,299.051200000000000000,dbf09c2e-171b-4539-a30c-01fc8b5433ac
2018-11-02 09:44:14.643,120.000000000000000000,f51e1ed8-f91f-410a-b4b9-e2af4c085753
2018-11-02 09:48:27.892,1248.339800000000000000,305107cc-d420-4c00-af1d-2180ca4011f2
2018-11-02 09:50:46.765,5000.000000000000000000,f51e1ed8-f91f-410a-b4b9-e2af4c085753
2018-11-02 09:59:38.052,10.000000000000000000,305107cc-d420-4c00-af1d-2180ca4011f2
2018-11-02 10:01:04.961,314.965600000000000000,305107cc-d420-4c00-af1d-2180ca4011f2
2018-11-02 10:01:10.105,2149.015100000000000000,305107cc-d420-4c00-af1d-2180ca4011f2
2018-11-02 10:02:15.985,6210.954200000000000000,f51e1ed8-f91f-410a-b4b9-e2af4c085753
2018-11-02 10:02:28.219,1000.000000000000000000,f51e1ed8-f91f-410a-b4b9-e2af4c085753
2018-11-02 10:23:53.264,10.000000000000000000,305107cc-d420-4c00-af1d-2180ca4011f2
2018-11-02 10:30:07.449,64000.000000000000000000,84faa4f0-9f10-4e8c-a07f-70d6b82ca595
2018-11-02 10:30:07.553,5000.000000000000000000,84faa4f0-9f10-4e8c-a07f-70d6b82ca595
2018-11-02 10:42:56.063,40000.000000000000000000,84faa4f0-9f10-4e8c-a07f-70d6b82ca595
2018-11-02 11:02:50.872,10000.000000000000000000,5f25b560-46c1-4007-bad0-1aa0b2833384
2018-11-02 11:03:06.429,717.368800000000000000,dec73f07-2eed-48a0-8b68-c58a6567739e
2018-11-02 11:04:31.403,9990.002500000000000000,cec4539d-b154-47e9-9806-5c09a2bff00c
2018-11-02 11:15:24.575,10476.223700000000000000,dec73f07-2eed-48a0-8b68-c58a6567739e
2018-11-02 11:18:20.434,1513.850200000000000000,305107cc-d420-4c00-af1d-2180ca4011f2
